;fcitx Version 0x03 Table file
KeyCode=abcdefghijklmnopqrstuvwxy
Length=4
Pinyin=@
PinyinLength=4
Prompt=&
ConstructPhrase=^
[Rule]
e2=p11+p12+p21+p22
e3=p11+p21+p31+p32
a4=p11+p21+p31+n11
[Data]
a 工
tutg 舽
tutg 䒉
tuth 艂
tuti 艞
tutk 艁
tutp 䒃
tuts 衜
tutx 䶱
tuty 舧
tuua 艖
tuua 䑫
tuuf 䒂
tuuh 䒅
tuul 艗
tuuo 䲍
tuut 䑯
tuuy 艤
tuvf 䈉
tuvt 舠
tuvw 稴
tuvw 䈴
tuwa 䑳
tuwc 舩
tuwc 舲
tuwc 艭
tuwc 䑾
tuwe 褩
tuwf 鞶
tuwf 䑧
tuwh 幋
tuwi 縏
tuwj 螌
tuwj 䑺
tuwk 艙
tuwk 䑪
tuwl 盤
tuwl 䅬
tuwn 艌
tuwn 䑤
tuwq 鎜
tuwr 搫
tuws 槃
tuws 艅
tuws 䑮
tuwu 艠
tuwv 媻
tuwy 舤
tuwy 䉮
tuwy 䧷
tuxt 稊
tuxt 㣢
tuxw 䆊
tuxx 稵
tuxx 䈘
tuya 艑
tuyb 䑻
tuye 䑷
tuyj 艩
tuyk 艈
tuyn 舮
tuyt 䒆
tuyu 簢
tuyu 䉸
tuyv 艆
tuyy 艕
tvaq 穊
tvbj 節
tvbj 蠞
tvcu 笯
tvdg 㣨
tvdm 䫋
tvds 衟
tvfj 簫
tvgj 筆
tvgp 徤
tvgy 瓾
tvhq 覣
tviu 箓
tvkf 筎
tvlg 䅔
tvln 䉭
tvnh 䉋
tvoj 簘
tvph 箒
tvrg 犩
tvrj 䭳
tvtk 䇹
tvyu 笂
tvyy 秇
tway 笩
twcf 垼
twcn 䈵
twcq 㣞
twct 䈗
twcu 䇗
twcy 彸
twdm 頽
twff 㣥
twfi 穄
twga 稐
twga 籥
twga 䈁
twge 篟
twgj 劄
twgj 徻
twgj 箚
twgj 䈩
twgk 秴
twgk 㣛
twgm 籲
twgr 箯
twgs 稌
twgs 筡
twgt 籢
twgw 簽
twgw 籨
twhs 篠
twhu 䇚
twic 黐
twid 䵕
twie 䵚
twie 䵜
twif 䵛
twig 䵓
twij 㓿
twij 䵒
twij 䵔
twil 䵗
twiq 䵙
twir 䵘
twiu 䇣
twiy 䵑
twkh 筗
twkh 㣡
twkm 穨
twkq 稅
twqo 鵚
twqo 䆇
twtf 秹
twtf 筰
twtf 䄹
twtf 䇮
twu 秂
twv 凢
twv 処
twvc 䈜
twvh 籂
twvt 秎
twwb 聳
twwg 籤
twwg 㹐
twwg 䆎
twwh 從
twwn 慫
twwo 熧
twwo 䳷
twwp 䢨
twwy 㼻
twyc 彾
twyc 秢
twyc 笭
twyc 篗
twyc 䉶
twyk 筨
twyk 篬
twyk 䅮
twyn 笒
twyo 穛
twys 穕
twys 衑
twyu 竼
twyv 篒
txd 龜
txen 㣧
txen 䶰
txet 勄
txfu 䈙
txgr 䉲
txhj 䇙
txjh 彿
txjh 䄶
txjj 笰
txmw 䈫
txqy 箹
txth 籎
txti 瀪
txti 緐
txtn 慜
txto 鰵
txts 䵈
txtu 䈺
txuu 篛
txwi 䌓
txxb 笓
txxi 㶗
txxi 䋣
txxr 稭
txxr 籪
txxw 穖
tyaf 㒰
tyaj 䓥
tybg 稕
tybm 㒴
tyce 勶
tyct 徹
tydw 簱
tyey 籝
tyey 籯
tyf 䇾
tyge 簔
tygf 䇠
tyhu 笇
tyi 乀
tyiy 稤
tyjf 㒲
tyjg 穧
tyji 䅫
tyke 忀
tyke 簑
tyke 䉴
tykj 䈞
tylg 㣶
tylg 䆄
tylg 䉡
tymh 㠳
tymj 屳
tymw 肏
tyna 徧
tyna 稨
tynb 笀
tynb 㐈
tync 簄
tynd 䈆
tynh 䈍
tynn 㤀
tynt 㣗
tynv 兦
tyoy 糴
tyoy 䨀
type 籇
typi 込
tyqo 鳰
tyqu 㒱
tyrc 䅻
tyry 籬
tyt 䄱
tytb 箷
tytw 籏
tyuy 徬
tyuy 篣
tyuy 䅭
tyvu 筤
tywb 笐
tywf 稡
tywf 箤
tywn 秔
tyws 䘕
tywu 箊
tyxl 稸
tyxs 衒
uabh 郱
uaby 㿷
uad 疘
uadd 瘔
uadm 頩
uadt 羢
uaet 㔙
uaeu 㐮
uag 冮
uahb 齹
uaht 冴
uaht 疨
uaht 閕
uaj 竎
uajd 瘄
uajg 䇎
uajy 癘
uakg 瘽
uakg 閾
uaky 癱
ualj 䡨
uamd 䦫
uans 牃
uanu 㤣
uanv 疶
uaou 㷢
uaqc 艵
uaqh 㿃
uaqj 㿊
uaqj 䍼
uaqo 鵧
uasu 㭍
uatc 㿄
uavw 剙
uavy 剏
uawi 閧
uawn 闀
uawn 㓒
uawy 㓋
uay 䇅
ubd 聞
ube 疓
uben 癮
ubj 兯
ubmk 㽾
ubsk 痾
ubtn 愬
ubtp 遡
ubtr 屰
ubtw 欮
ubwc 癊
ubws 㾻
ucak 閞
ucan 慿
uccc 䍳
uccc 䦤
ucce 瘮
ucde 瘆
ucfg 䇈
uckd 㾂
ucn 羓
ucoi 闖
ucoi 㵗
ucoi 㾺
ucon 憑
ucow 凴
ucoy 馮
uctd 竢
ucwt 痠
udci 閎
udcy 冹
udcy 竑
udd 閆
udd 㽽
udd 䦒
uded 痏
uded 㾰
udei 痮
udg 㓈
udg 䇉
udgk 羬
udgo 㓕
udhd 瘈
udhd 䦬
udhi 㓗
udjf 竰
udjg 竡
udjn 痷
udjn 閹
udmj 㾍
udny 痝
udri 羱
udsk 㾨
udth 癧
udth 䍽
udui 療
udwf 瘞
udwh 㿓
udwj 䦮
udwn 瘎
udwn 瘱
udwr 凘
udww 㾜
udy 狀
udyi 㽴
ued 閒
ued 閰
uedm 顡
ueed 痭
uefd 奨
uefg 醤
uega 龏
uegb 聾
uegd 礱
uegd 龍
uegd 龑
uegd 龖
uegd 龘
uege 襲
uegf 壟
uegi 龒
uegj 蠪
uego 驡
uego 鸗
uegs 㰍
uegw 龔
uegy 讋
uehq 覵
uejs 㮍
uen 竓
uen 㲔
uenn 癙
uepc 閿
uepo 㸂
ueqn 䍲
ueqo 鷳
ueqv 䦧
uet 劷
uet 羏
ueto 䦱
ueu 豙
ueu 㒸
ueuh 辦
uev 閐
uevh 凈
ufaj 弉
ufam 羵
ufam 㿎
ufcb 㾡
ufci 㽻
ufci 㾀
ufcl 闔
ufcy 攱
ufd 㽵
ufd 䦌
ufdj 羺
ufdj 䇕
uffd 閨
uffd 㾏
uffi 䦙
ufg 壯
ufh 竍
ufhm 癲
ufhq 㿐
ufhw 瘨
ufhw 闐
ufi 疛
ufk 閈
ufk 闬
ufkd 䦖
ufkf 㪳
ufkp 闧
ufkx 㖍
ufld 癗
uflm 凟
ufmf 㓓
ufnb 乧
ufnb 㪲
ufnf 㿒
ufnv 疞
ufoi 䦝
ufou 焋
ufpk 䢏
ufqf 銺
ufqq 痲
ufqv 䦎
uftb 痚
ufte 閉
uftj 瘏
uftj 闍
uftj 阇
ufuf 㓑
ufup 闥
ufvf 娤
ufwf 㓐
ufwk 牆
ufwy 癨
ufye 裝
ugak 開
ugbe 勌
ugcf 痓
ugco 駦
ugct 䦯
ugd 閂
ugd 閏
ugdm 頖
ugeg 凊
uger 劵
ugey 䦠
ugf ⺷
ugfg 瘂
ugfg 閸
ugfi 䄅
ugfk 㽳
ugfn 癋
ughb 齤
ughi 疜
ughi 閇
ughq 闚
ugi 
ugiw 羨
ugjf 竱
ugjj 奍
ugjl 癅
ugjo 鵥
ugjr 㾘
ugju 䖭
ugkd 䦜
ugkf 闘
ugkh 竵
ugmh 帣
ugmh 䍨
ugmx 㿛
ugnb 巻
ugng 韏
ugnv 㽲
ugog 羮
ugom 䫞
ugou 羙
ugqc 㕗
ugqe 觠
ugqj 㾐
ugqo 鮝
ugqo 鯗
ugqt 㾲
ugqy 羑
ugsy 䍪
ugtb 䣡
ugtg 牶
ugto 䴊
ugtu 䅈
ugty 義
uguf 閛
uguf 㪵
uguf 䍬
ugup 䢭
ugva 痙
ugva 羥
ugvj 㓬
ugwe 㔦
ugwr 䦵
ugwv 餋
ugxb 弮
ugxe 勬
ugxi 絭
ugxj 羛
ugxw 羠
ugyg 㿀
ugyi 羕
ugyi 閠
ugyv 飬
ugyv 養
uhag 瘧
uhd 㾇
uhdi 闃
uhhc 闅
uhhe 㾟
uhic 㾥
uhjh 竨
uhk 䇂
uhkd 痁
uhkd 䦓
uhll 㿖
uhng 門
uhng 㾎
uhti 䦩
uhxf 㾚
uhxs 㾹
uied 痟
uieg 䇌
uifc 䦢
uigd 䦞
uii 閖
uii 㽷
uiit 閯
uipf 闛
uipl 闣
uitd 闊
uith 㾪
uitt 竗
uiuh 㵷
ujac 頀
ujad 韺
ujag 㓖
ujag 䪦
ujam 贑
ujan 戅
ujbm 韷
ujbn 䪧
ujd 間
ujfb 䪬
ujfd 㾖
ujfe 勭
ujfe 氃
ujfo 䴀
ujfq 䚒
ujfy 㼿
ujga 䪫
ujgd 䦔
ujgh 韴
ujgr 瘍
ujhc 痩
ujhq 覸
uji 痋
uji 閩
ujjd 閶
ujkm 韻
ujnb 竜
ujnd 闒
ujnd 阘
ujno 鷾
ujpk 遧
ujqn 䦪
ujqo 鶕
ujqo 鷼
ujqq 竸
ujqr 痬
ujqt 䪮
ujqv 嬜
ujqy 䪨
ujrg 韹
ujsi 㾧
ujtg 䤗
ujth 韸
ujtl 䀍
ujtm 贛
ujtn 戇
ujtp 韼
ujtt 竷
ujuj 䪭
ujun 䪰
ujwn 䪩
ujyi 閺
ukd 問
ukdm 䫓
uked 㾓
uket 勏
ukeu 袞
ukf 咅
ukf 㖖
ukhc 㪗
ukhj 竒
ukhm 闠
ukhm 阓
ukhm 㿉
ukhy 䇍
ukkc 郶
ukkd 閭
ukkd 㾔
ukkf 癉
ukkf 闡
ukkk 闆
ukkn 䍺
ukks 㿋
ukqb 兗
ukqj 䬇
ukqm 䫄
ukqo 䳝
ukqq 競
ukqt 敚
ukqw 㰴
ukty 敨
ukwi 疻
ulaw 兾
uldg 凅
uldy 䍰
ulff 凙
ulff 癦
ulff 䦴
ulge 癏
ulge 闤
ulge 阛
ulge 㾯
ulii 瘝
uljb 鄫
uljc 䒏
ulje 㣒
uljf 曽
uljn 䎖
uljr 朆
ulk 閘
ulk 閳
ulk 㾝
ulkd 痐
ulld 㿙
ulli 癳
ulll 㿔
ulsi 閫
ulvd 瘻
ulxy 㿚
umae 癑
umau 闦
umaw 痶
umd 㾄
umed 㾶
umfd 㾆
umgk 痌
umgk 㓊
umgt 㿂
umgu 凒
umgu 闓
umgy 䦸
umi 閴
umk 閊
ummv 癭
umnk 瘑
umnv 闿
umti 闝
umwk 㓏
umwy 凗
unan 冺
unan 䇇
unbt 闞
unci 羗
unfi 瘺
unhk 㽱
uni 悶
unkg 闈
unkg 䍷
unku 闢
unn 乵
unn 䇃
unnw 䍻
unrd 㿇
unte 閟
unua 竮
unuh 㦚
unv 㽶
unwi 疦
unwi 䦑
unwy 㿑
unxv 痆
uocy 䇊
uof 並
uoi 焛
uoi 疢
uoja 㠮
uont 羻
uooe 癆
uook 㿘
uooo 㸉
uovh 牅
updc 竤
upeg 竩
upfq 羦
upju 凕
uplk 瘒
upnd 痯
upnd 䦡
upqv 㽸
upsh 竚
upsh 羜
upwa 羫
upwa 㸜
upwa 㾤
upxn 䍫
upxv 㾃
uqaj 痻
uqaj 閽
uqav 疧
uqay 疷
uqd 㾣
uqd 䦦
uqdb 䍯
uqdy 癚
uqdy 䦲
uqed 閻
uqeg 㿍
uqfa 㢡
uqfd 奬
uqfd 獎
uqff 墏
uqfg 醬
uqfi 漿
uqfj 螀
uqfj 螿
uqfn 䵼
uqfo 䊢
uqfs 槳
uqfy 將
uqg 凎
uqgf 鲝
uqiy 䍮
uqjn 䦰
uqkd 痀
uqkg 竘
uqkq 凂
uqmd 瘓
uqou 癬
uqou 鮺
uqoy 鴗
uqoy 鴹
uqqi 痑
uqqy 瘹
uqqy 䇋
uqtg 㾠
uqvh 竫
uqvh 䦛
uqvh 䦶
uqvh 䍵
uqwf 垐
uqwm 資
uqwn 乲
uqwo 䳐
uqws 栥
uqws 楶
uqwt 秶
uqwv 餈
urby 㿰
urci 㽹
urcy 㽿
urdf 㿁
urdh 㾙
urdm 頝
uret 効
urgd 㾮
urh 斨
urhw 虠
urhw 㾷
urii 闎
urk 䦐
urpi 䢒
urqc 瘣
urqg 䴔
urqo 鵁
urtf 痺
urtf 䇑
urvc 兿
usd 閪
usfd 闉
usfg 凐
usfy 䍸
usgb 鄭
usgd 㾞
usgg 䤋
usgj 蠤
usgo 鷷
usgo 㷕
usgy 㽀
ush 㓅
ushq 親
usi 痡
usi 閑
usjd 䦨
usjg 凍
usjg 㾴
usjg 䍶
usk 閅
uskd 閜
uskg 凁
uskg 牁
uskm 癩
uskt 瘷
uskw 瘶
usld 闌
usmv 㾊
usqo 鷴
usrv 㜪
ussi 凚
ussi 痳
ussi 䦥
ussy 凓
usvd 闄
usww 㾢
usy 牀
usyi 㾁
utah 竔
utao 凞
utbd 痵
utdd 䦚
utdg 㓉
utdy 㓇
ute 閁
utem 顔
utep 遃
utfh 竏
utfp 閮
utfq 㾌
utfx 㾩
utgf 瘇
utgj 痸
utgm 癪
utha 癟
utha 㿜
uthd 䍹
uthf 導
uthh 㿅
uthk 噵
uthm 䭭
uthn 瘜
uths 闑
utht 䆃
uthu 㸤
uthx 㘏
utjd 䦭
utkd 閣
utky 竬
utld 䦗
utmf 㓔
utmt 癓
utmt 癥
utmt 竧
utnc 㽺
utnn 䇄
utnp 㾽
utnt 㾅
utnv 䦍
utoi 㾭
utol 羳
utpi 疺
uttg 産
uttj 剷
uttt 癁
utvb 癤
utvg 䍴
utvw 亷
utwh 瘲
utwm 㿗
utwv 痜
utxi 痗
uty 䍩
utye 㿆
uuak 䦕
uubw 瘚
uubw 闕
uud 閚
uud 闁
uudi 関
uued 癇
uufh 䇆
uufk 閗
uug 竝
uugb 闂
uugh 冸
uugv 癢
uuh 牂
uuh 辡
uujd 瘖
uujd 癎
uujd 闇
uujf 暜
uuk 㾕
uukc 㪨
uukd 㾦
uukd 䦣
uukq 痥
uukq 閲
uukt 敾
uukw 歚
uulj 竲
uuqe 㿕
uuqv 㾳
uusf 竴
uuuj 羴
uuvw 㾾
uvfk 疩
uvg 妝
uvgh 冿
uvi 䦘
uviy 䇐
uvjc 㪠
uvjm 䫡
uvjo 鶼
uvjt 㝺
uvjy 甉
uvkd 㾒
uvkg 㸛
uvky 癰
uvpc 㓎
uvpc 㾛
uvpi 㾼
uvtu 㿏
uvuh 辧
uwai 閥
uwcy 竐
uwcy 羖
uwfi 㾈
uwfq 㾱
uwgd 闋
uwgg 㓌
uwgj 瘉
uwgj 癐
uwgj 羭
uwgk 冾
uwgk 閤
uwgk 㾑
uwgn 癒
uwgn 闟
uwgs 凃
uwgs 䍱
uwgu 竳
uwgw 羷
uwgw 㿌
uwi 閃
uwjk 䦏
uwke 䘱
uwkq 閱
uwlg 鹢
uwlo 鷁
uwlq 䚊
uwn 竌
uwsi 㾋
uwtj 瘋
uwtj 闏
uwtj 颯
uwvt 竕
uwvt 羒
uwwf 䦟
uwwf 䦷
uwwi 疭
uwww 閦
uwxc 癈
uwxn 㓆
uwy 閄
uwyc 竛
uwyc 閝
uwyc 㕠
uwyc 㾉
uwyd 痽
uwyd 閵
uwyf 凖
uwyk 凔
uwyk 牄
uwyk 瘡
uwyo 癄
uwyv 飡
uxde 瘬
uxeb 鄁
uxff 㘳
uxgf 丠
uxhj 弚
uxhj 䶏
uxhk 㽼
uxho 鵜
uxiu 辮
uxjk 疿
uxlj 軰
uxou 䉾
uxpy 㼱
uxtb 䦳
uxth 癡
uxty 㿈
uxv 疕
uxxg 關
uxxo 闗
uxxo 鶿
uxxo 鷀
uxxr 㾬
uxxv 疪
uxxy 甆
uxy 䍭
uybg 䇏
uycq 㓍
uyd 訚
uyd 誾
uye 閍
uyfk 㾵
uyi 閔
uyiy 凉
uyjd 癠
uylg 羶
uyli 癝
uylt 凜
uylt 癛
uymh 閙
uymk 㾸
uyna 㾫
uynt 闙
uynw 痎
uynw 閡
uyt 丷
uytd 瘯
uytg 䒑
uytt ⺶
uyuh 辬
uyuh 辯
uyvb 㾿
uyvi 閬
uyvi 㾗
uyvy 羪
uywu 閼
uywv 閌
uyxr 癴
uyxw 癵
uyxy 癕
uyyd 譱
vaak 嫟
vaan 嬺
vabg 媶
vadk 婼
vadt 娀
vag 妅
vagg 嬅
vahh 姫
vahl 㜮
vaho 㜯
vajg 㛭
vakb 鄩
vakc 彠
vakf 尋
vakg 嫤
vakg 嫨
vakk 嫗
vakm 䫮
vako 嬿
vaky 孉
valg 媌
vamd 媖
vamw 嫹
vang 姖
vans 媟
vaqe 䐴
vaqf 塈
vaql 䀈
vaqo 鱀
vaqo 䊠
vaqs 㮣
vaqu 䇒
vatf 嬞
vatn 嫕
vaul 孏
vavf 㝷
vawc 嬳
vawk 㜓
vawx 婲
vawy 娂
vayy 㚤
vbbg 㚺
vbcy 娵
vbde 嫷
vbf 㜽
vbff 堲
vbg 㛅
vbh 邚
vbnu 恏
vbqo 䳭
vbsy 㛆
vbyy 㚫
vccc 娺
vcce 㜗
vccg 㜼
vcco 駑
vcdf 砮
vceg 姢
vceh 㛚
vckx 㗠
vcn 妑
vcnb 㐐
vcns 媃
vcoy 媽
vcqo 鴑
vcrj 拏
vctd 娭
vctg 㛌
vcu 厹
vcwt 㛖
vcxi 䋈
vdae 媠
vdcy 妭
vdeg 姷
vdeg 媩
vdff 娾
vdff 媷
vdff 㛻
vdfn 姱
vdg 妬
vdgk 㛾
vdgv 媙
vdhg 㚰
vdhh 妦
vdhk 娝
vdhy 妚
vdjn 㛪
vdlf 媔
vdmd 媆
vdmd 㐡
vdmh 㚴
vdmj 䎟
vdmy 頄
vdmy 㛲
vdmy 䫀
vdnn 娍
vdny 娏
vdny 㚭
vdqn 娔
vdri 嫄
vdsk 婍
vdu 㚑
vduh 嫴
vdui 嫽
vduw 㜧
vdwj 媋
vdwn 媅
vdwt 嫀
vdww 㛍
vdwy 娸
veah 㜒
vebg 娐
veeg 嫍
vegw 嬩
vekg 㚳
vemf 㛵
vemw 嬹
ven 㚪
vept 嬡
veqn 婗
vesy 婇
vetb 媱
vetf 婬
veto 嬀
vevg 娞
vexd 㜎
vfac 彟
vfcy 妘
vfdj 嬬
vffn 嫮
vffn 㜇
vffn 㥨
vffq 嬈
vfg 姏
vfhw 嫃
vfhw 㐤
vfj 卆
vfjc 㪩
vfjf 書
vfjg 晝
vfjh 妌
vfjj 㔅
vfjk 肅
vfjn 䎘
vfjo 鷫
vfjw 歗
vfke 媴
vfkf 嬯
vfkg 姞
vfku 㛸
vflb 畵
vflg 畫
vflj 劃
vflm 嬻
vfmf 婻
vfnf 嬦
vfny 娡
vfpb 㛘
vfpu 嬄
vfqn 妧
vftj 媎
vftn 㛈
vfuf 婞
vfwf 㛬
vfwk 嬙
vfwt 婈
vgah 㛞
vgay 娬
vgcf 姪
vgdf 姸
vgdl 衋
vgdl 䀌
vgdn 婖
vgfg 婭
vgfh 㚥
vghg 姃
vgiy 㛏
vgjf 嫥
vgjg 姮
vgjh 㚦
vgjr 㛐
vgkg 娪
vgkh 㛿
vgku 㛒
vglb 婳
vgmh 姉
vgmh 㜴
vgmj 㜖
vgmx 孋
vgmy 嫧
vgmy 㛤
vgou 㶳
vgpk 䢖
vgqt 㜜
vgsy 妺
vguf 㛁
vgva 娙
vgwr 嬭
vgxi 嫊
vgy 妋
vhdd 婔
vheg 㜘
vhgd ⺻
vhgl 盡
vhgl 䀆
vhgm 賮
vhhy 㜹
vhic 婌
vhjg 鹔
vhjh 婥
vhkg 㚲
vhmy 媜
vhqn 娊
vhtf 嫭
vhvh 媫
vhwn 婋
vhwn 虓
vhwn 䏋
vieg 娋
vigq 姯
vihc 㪖
vihq 䚄
vijg 㛥
vilf 盝
vipl 㜭
vivs 媣
vjfh 娨
vjgg 婣
vjgh 媞
vjgr 婸
vjhg 媢
vjhh 妽
vjlc 嫚
vjmy 媀
vjqr 㛫
vjsb 鄛
vjse 勦
vjsy 婐
vjxx 婫
vkbh 卲
vkbi 綤
vkcn 㛕
vkcy 雝
vkf 叴
vkhh 妕
vkhm 嬇
vkhq 䙼
vkhy 娖
vkjh 刟
vkkf 嬋
vkkg 㛎
vkks 嬠
vkkt 孍
vkkx 㖲
vkmh 帤
vkmy 㛣
vkmy 㜏
vknb 㐒
vknd 娛
vkng 䎄
vknn 巶
vknw 娯
vkqn 㚾
vkqo 鴽
vkqo 䳂
vkqw 欩
vkrj 挐
vksu 桇
vkye 䘫
vlbh 䣎
vldg 婟
vleg 媦
vlet 娚
vlev 嫐
vlff 嬕
vlfo 嫼
vlg 㚼
vlge 嬛
vlge 㛱
vlgh 疀
vlhd 嬽
vljh 㓯
vlmy 㜥
vlny 媤
vlpy 㜕
vlqo 鶅
vlqw 㜛
vlrn 巤
vlvg 㜢
vlwl 媼
vmah 姍
vmaw 婰
vmdf 婩
vmdg 㛧
vmdj 媏
vmdo 㛶
vmdy 姎
vmfg 姌
vmfg 㚩
vmfk 婤
vmgk 姛
vmgt 媺
vmgt 嬍
vmgu 㜐
vmh 奾
vmhk 帇
vmj 㞪
vmmv 孆
vmnk 媧
vmwk 孈
vmwy 妠
vmwy 㜠
vmy 㛝
vnae 㜊
vnaj 㛰
vnan 姄
vnb 㐇
vnbt 㜟
vndg 婮
vnfh 㚨
vng 㚶
vngf 媉
vngk 㚸
vnhc 婽
vnig 㜨
vnij 孎
vnkg 媁
vntt 妼
vnu 㣽
vnwe 嫪
vnwy 妜
vnwy 嬥
voao 嫬
vofg 㛇
vojk 粛
voos 嬫
vooy 婒
vopy 㜆
voqg 嫾
vosd 孊
voss 嫲
vosx 嬤
vot 㚧
vou 災
vouw 嬚
vovh 嫞
vovi 嫝
vovk 㜍
vowa 彛
voxa 彞
voxx 㜙
vpe 辺
vpfi 婃
vpfq 㛡
vpgg 媗
vpgh 婝
vpgm 嬪
vpjs 彚
vpju 嫇
vplh 媈
vpmp 䢜
vpng 婠
vpns 嬣
vpoc 㛮
vpoy 㛽
vpqn 妉
vptl 嬸
vpv 廵
vpvg 姲
vpwj 㜚
vpwk 嫆
vpwn 㚮
vqbt 媰
vqdb 姽
vqdo 㜣
vqdy 㜬
vqiy 妳
vqjg 姰
vqke 㛯
vqkg 姁
vqkg 姳
vqkg 嬎
vqkg 嬔
vqky 婏
vqky 㜶
vqmd 㛟
vqmx 嫓
vqmy 媍
vqnn 㚿
vqou 䲥
vqoy 婅
vqoy 鳩
vqoy 鳭
vqoy 鵖
vqqy 姼
vqtb 㚹
vqu 夛
vqug 㚬
vqvg 㛀
vqvh 婙
vqye 嬝
vqyj 嬼
vqyl 媹
vqyy 奺
vrcn 㛂
vrdh 㛓
vrg 㚱
vrgg 媓
vrgk 姤
vrh 妡
vrmh 婂
vrqc 媿
vrrm 㜱
vrwy 娦
vrxs 㜰
vryt 嬓
vsg 㛉
vsh 奵
vshg 㜀
vsjg 娻
vsjg 㜁
vsjh 㜤
vskg 妸
vskg 娕
vskm 嬾
vskw 嫰
vslg 媡
vssy 㛦
vsvg 婹
vsww 婡
vswy 雑
vtan 奼
vtbt 㛢
vtdg 姡
vtdh 㛔
vtdk 嬌
vtdm 䪳
vtfe 㛼
vtfh 奷
vtfm 㜺
vtfp 娗
vtfq 姺
vtgf 娷
vtgf 媑
vtgh 姩
vtgo 嫵
vtgy 妷
vthf 妰
vthj 嬶
vthp 娫
vtjh 娳
vtkc 㪊
vtke 裠
vtkh 帬
vtkm 頵
vtko 焄
vtko 鵘
vtkq 覠
vtku 羣
vtmd 㜩
vtmk 姠
vtmt 㛛
vtmt 㜫
vtol 嬏
vtpy 姂
vtuy 㚵
vtvg 婑
vtvl 孂
vtwh 㜡
vtxg 䶯
vtxy 娒
vty 姀
vuae 嬢
vuag 嫅
vueg 嫺
vuej 媊
vuep 嬘
vugb 婘
vugd 媄
vugh 姅
vugy 嬟
vuh 㛙
vujg 㛠
vujg 㛺
vujn 嬑
vukg 婄
vukq 娧
vukq 㜔
vunn 㛨
vusg 媨
vusl 孄
vusy 媇
vusy 嫻
vuuk 嫸
vuwl 㜋
vuxn 嬨
vvaf 㜦
vvf 㚣
vvfg 嫿
vvfh 姧
vvg 奻
vvhl 嬧
vviy 娽
vvkc 㜉
vvkg 妱
vvph 婦
vvtr 㛴
vvve 脋
vvvf 姦
vvvr 刕
vwcy 妐
vwga 婨
vwga 媕
vwgb 婾
vwgg 姾
vwgh 姵
vwgj 媮
vwgj 嬒
vwgk 姶
vwgn 嬆
vwgr 㛹
vwgu 嬁
vwgw 嬐
vwi 刅
vwiy 㚷
vwjh 妎
vwks 媬
vwnw 娰
vwny 㛋
vwry 㚯
vwsy 㛊
vwtf 姙
vwtj 㜄
vwvt 妢
vwwf 㛗
vwwg 孅
vwyc 姈
vwyc 孇
vwyg 婎
vwyg 㜃
vwyg 㜝
vwyg 䧱
vwyk 娢
vwyo 嫶
vxrh 嬵
vxuu 嫋
vxxr 媘
vxyx 娹
vyce 㛩
vyce 㜵
vyd 訄
vydj 䎠
vyey 㛄
vyey 㜲
vyg 娮
vygf 丒
vygg 妵
vyi 刄
vyiy 婛
vyke 孃
vyle 㜳
vyna 媥
vynw 姟
vyth 嫙
vyto 媯
vyuh 媂
vyuj 嬂
vyuy 嫎
vyvb 嫏
vyvd 奿
vyvh 歰
vywn 妔
vyxl 㜅
vyxn 㜻
vyxy 妶
vyy 妏
waah 㑘
waas 僷
waay 侙
waay 俴
wabg 傇
waeo 儰
waff 㒗
wafj 㒂
wafy 㒃
wag 仜
wagf 仺
wagg 㑌
wahe 㒪
wahl 儖
wahu 㒘
waiy 㑈
waiy 㒑
wajy 㒖
wakg 傼
wakg 僅
wakk 傴
waky 儺
walg 㑤
walq 儚
walw 㒝
wamd 偀
wamf 傋
wamw 僙
wang 佢
wann 伳
wans 偞
waqe 僃
waqh 僀
wate 備
watn 憊
wato 㷶
wawb 䣏
wayf 垈
wayh 帒
waym 貸
ways 柋
wbbb 㒤
wbbh 倻
wbgy 㺱
wbh 䢳
wbmh 㑁
wbnn 㑙
wbnu 怹
wbqg 鸧
wby 佊
wbyy 伋
wcce 傪
wcci 㒍
wcdc 㑓
wcdm 頌
wcex 㑷
wcgg 㐷
wckg 佁
wcne 勜
wcng 鹟
wcnh 伃
wcnk 僪
wcno 鶲
wcns 㑱
wcnu 忩
wcoy 傌
wcqb 兊
wcqe 毤
wcqo 䲲
wcsu 枀
wcy 仏
wdbn 伌
wdcy 伖
wdet 優
wdey 倀
wdfa 倴
wdfe 侲
wdff 傉
wdfi 倷
wdg 佦
wdhb 侟
wdhd 偰
wdhg 伾
wdhh 仹
wdhi 傶
wdhk 俖
wdhy 伓
wdjd 凮
wdkn 㐛
wdlf 偭
wdmd 偄
wdmh 佈
wdmj 侕
wdmy 㑔
wdmy 㑯
wdqq 偧
wdri 傆
wdrr 傸
wdsk 㑸
wdth 儮
wduh 傄
wdwj 偆
wdwn 偡
wdwr 㒋
wdww 俠
wdww 僛
wdwy 倛
wdy 㐲
wdyy 㑀
wean 㒚
wecn 俷
weeg 倗
wef 䏌
weg 仴
wegg 伹
wegw 㒜
wehc 傁
wemf 偁
wepg 僢
wept 僾
wer 㐱
wesy 倸
wetb 傜
weti 㒡
wetn 㒨
weto 僞
wevg 俀
wexd 傒
wfal 傤
wfal 儎
wfam 僨
wfcb 㑢
wfci 凨
wfcy 伝
wfcy 佉
wffc 䵾
wffq 僥
wfg 佄
wfh 仠
wfhf 佱
wfhn 値
wfhw 傎
